Content;Url;Date;Consumer Sentiment Classifier;Automatic Classifier
Lovely, high quality tags,  and exceptionally fast service.  I love being able to purchase tags that match the Lupine products I often get for my dogs, but also being able to create a tag with my own artwork is amazing. The tags are very legible and hold up to rowdy, rough housing dogs. Been using Dog Tag Art for years and plan to continue!;https://www.trustpilot.com/reviews/63695536b84cc27618e4f1fb;2022-11-07T20:57:58.0000000Z;Positive;Tag Design and Artwork
Many choices for tags.  It came in the mail promptly.  Easy website!;https://www.trustpilot.com/reviews/624c6fbe2b3c3c43cfc99933;2022-04-05T16:35:39.0000000Z;Positive;Shipping and Delivery
My family has dogs, some of which are the same color, and it can be difficult to tell which is which, which is why I decided to buy a dog tag. Fortunately, I discovered this shop, which makes a super cute dogtag. My order arrived complete and undamaged. The seller simply made what I asked for. Seller and this store both get five stars!!;https://www.trustpilot.com/reviews/62479e5ac7628b203ba00522;2022-04-02T00:52:42.0000000Z;Positive;Tag Design and Artwork
My first item got lost in transit, when I called they made another and sent it right away with no hassles! When I received the item it was just as I would have hoped, very nice product.;https://www.trustpilot.com/reviews/635a8e7067794a07b155b14f;2022-10-27T15:58:08.0000000Z;Positive;Customer Service
My original order was never received. I called customer service and spoke with Holly and she sent a replacement tag and emailed me a tracking #. I received the replacement tag within 3 days!THANK YOU, HOLLY!!!I LOVE these tags.......k dwyer;https://www.trustpilot.com/reviews/64122b5b1f08d0d084896e79;2023-03-15T22:32:27.0000000Z;Positive;Customer Service
My tag was lost in the mail and Holly was amazingly responsive and helpful in getting a replacement. I LOVE your company and the customer service at every touch point is fantastic;https://www.trustpilot.com/reviews/65933ed32f3ddc2cee65d74e;2024-01-02T00:38:11.0000000Z;Positive;Customer Service
Never received. No response to my emails;https://www.trustpilot.com/reviews/6238d271d9248a7b46c6718a;2022-03-21T19:30:57.0000000Z;Negative;Customer Service
Not extremely impressed of the tag that we got.  Love the idea but the tag after a little bit of playing has already begun to wear off the name and numbers.  Definitely not something that can be worn on an everyday basis. Better off going with an etched tag.;https://www.trustpilot.com/reviews/632e0c63e619801c6a6050ff;2022-09-23T21:43:31.0000000Z;Negative;Tag Design and Artwork
Only love Dog Tag Art and I have been ordering only with them for more than 6 years now. I will definitely continue the support. Quality is always the best.;https://www.trustpilot.com/reviews/61c0c9820430e828ebd94d49;2021-12-20T18:20:50.0000000Z;Positive;Quality and Durability
Order came promptly and I was assisted ahead of time by customer service, who was very helpful.;https://www.trustpilot.com/reviews/6282c10b604d19208431f953;2022-05-16T23:24:27.0000000Z;Positive;Customer Service
Order the Good Citizen tag for my dog after they passed their course.  The tag is well made and shows up clear on the collar.;https://www.trustpilot.com/reviews/6202a853441cb9c24732b6d5;2022-02-08T17:28:51.0000000Z;Positive;Tag Design and Artwork
Ordered 5 tags - high quality materials and printing.;https://www.trustpilot.com/reviews/61e1ed12a16c1e751f69a9b9;2022-01-14T21:37:22.0000000Z;Positive;Quality and Durability
"Ordered a custom tag and one other tag for my dog Delilah,,there was a problem where the post office ""misplaced"" my delivery. Customer service was courteous and prompt in replacing my lost deliver. When they arrived I was super pleased with the tags and the upgrade kit. The silencer glows and is very noticeable,the jump ring and clasp seem very sturdy. Overall it was a great experience.";https://www.trustpilot.com/reviews/63335c8d1133a76521b9bedd;2022-09-27T22:26:53.0000000Z;Positive;Customer Service
Original and unique designs for dog tags.  I've made several purchases over the years to include collegiate tags, breed tags, kitschy tags, etc.;https://www.trustpilot.com/reviews/63195b106a3e1ed2c3ccf48d;2022-09-08T05:01:36.0000000Z;Positive;Variety of Designs
Our tag arrived on schedule and looking beautiful! We have an active gal who loves to wrestle and run at the dog park. This tag has stayed pretty and has not been scratched or dented. Great quality!;https://www.trustpilot.com/reviews/61b793492b49257fe29fcf7e;2021-12-13T18:39:05.0000000Z;Positive;Quality and Durability
Polite people ,fast at getting back to you if you have any concerns & love my Mystic’s dog tag art ❤️🐾❤️Just what I was looking for 💗Will definitely order again in the future ❤️🐾❤️;https://www.trustpilot.com/reviews/62a3300e0031539b613bb569;2022-06-10T13:50:38.0000000Z;Positive;Customer Service
Post office lost my dog's tag!called dogtag art and boom! No problem,they were helpful,concerned and sent me a new one no problem! The tag is beautiful, the people are great!;https://www.trustpilot.com/reviews/645435e0734f97e68fab57be;2023-05-05T00:46:56.0000000Z;Positive;Customer Service
Pretty and of course useful.;https://www.trustpilot.com/reviews/62828dfde55124e5d9b6b826;2022-05-16T19:46:37.0000000Z;Positive;Tag Design and Artwork
Products of excellent quality that are reasonably priced. swift delivery and turnaround. a business that values its customers' pets. I'm grateful.;https://www.trustpilot.com/reviews/634cf9eb9b12f67dfee30d16;2022-10-17T08:44:59.0000000Z;Positive;Customer Service
Quality tags! Fast delivery. Easy ordering procedures. Great variety to choose from.;https://www.trustpilot.com/reviews/618aa2a575069a4da49e0fea;2021-11-09T16:32:37.0000000Z;Positive;Variety of Designs
Quality, choices and customer service.;https://www.trustpilot.com/reviews/618de4e6fb38891f5f093a80;2021-11-12T03:52:06.0000000Z;Positive;Variety of Designs
Really fine business model offering quality merchandise.  Fast shipping and reasonable prices.;https://www.trustpilot.com/reviews/62557c982b3c3c43cfd07656;2022-04-12T13:20:24.0000000Z;Positive;Quality and Durability
Received tags quickly. They look great, are easy to read even years later;https://www.trustpilot.com/reviews/630ce99f7f7a8621ee4cb385;2022-08-29T18:30:23.0000000Z;Positive;Shipping and Delivery
Return customer.  Very satisfied with personalized pet name tags.;https://www.trustpilot.com/reviews/6279c4c6166eb7ecbf4204c1;2022-05-10T03:49:58.0000000Z;Positive;Customization and Personalization
Second purchase I make, I love their dog tags they are very good quality, great designs and look so cute on my doggy.;https://www.trustpilot.com/reviews/63120f1e7f7a8621ee50b0a9;2022-09-02T16:11:42.0000000Z;Positive;Tag Design and Artwork
Smooth ordering process and quick delivery.  Product was exactly what I wanted!! Would use this company again;https://www.trustpilot.com/reviews/61d899a1e1196e51d75cf3ff;2022-01-07T19:50:57.0000000Z;Positive;Ease of Ordering
Sturdy and heavy enough to withstand everyday activities.  I opted for the protector and extender as well.  Please with entire purchase. Fast delivery and good service. I also loved the variety of designs to choose from.;https://www.trustpilot.com/reviews/646e300fc423446286693f38;2023-05-24T17:41:03.0000000Z;Positive;Quality and Durability
Super quality DOG Tag! Purchased Red tag with white center heart for my Beagle baby! I love it. This tag will no doubt last a lifetime! The large lettering is black & very legible & 100% accurate. The tag itself is a good size. This is the Rolls Royce of Dog Tags! Get it!!;https://www.trustpilot.com/reviews/6499d939c4234462867ef042;2023-06-26T20:30:17.0000000Z;Positive;Tag Design and Artwork
Tag is exactly as pictured and the customization is perfect. So many great options to choose from and the shipping was really fast. My dog is gonna wear with pride 😁;https://www.trustpilot.com/reviews/63d2b8869b64b1bdaf43f55f;2023-01-26T19:29:42.0000000Z;Positive;Customization and Personalization
Tags are awesome, well made and the glow in the dark tag protectors are really nice. I suggest buying a couple extra of them to keep the tag nice.  Prompt friendly service.;https://www.trustpilot.com/reviews/651c33eed9d131117d8a575b;2023-10-03T17:31:58.0000000Z;Positive;Customer Service
Tags are perfect exactly what I ordered. Great high quality. Securely packaged for protection. Very speedy delivery. Thank You;https://www.trustpilot.com/reviews/631776e16a3e1ed2c3cb7f81;2022-09-06T18:35:45.0000000Z;Positive;Quality and Durability
"Thank you for delivering my orders so fast after I requested them; they are of excellent quality, are simple to see, and will last a long time. This store is amazing, and I am quite impressed with it. In the future, I will be using them again.";https://www.trustpilot.com/reviews/624410c8843a1a3bf6ca8e53;2022-03-30T08:11:52.0000000Z;Positive;Shipping and Delivery
The best dog art tags out there !;https://www.trustpilot.com/reviews/61cb15be9f60695a2502ac43;2021-12-28T13:48:46.0000000Z;Positive;Tag Design and Artwork
The Best of the Best!Super quality DOG Tag! Purchased Red tag with white center heart for my Beagle baby! I love it. This tag will no doubt last a lifetime! The large lettering is black & very legible & 100% accurate. The tag itself is a good size. This is the Rolls Royce of Dog Tags! Get it!!;https://www.trustpilot.com/reviews/64b511b7a030631c8d6ba4d8;2023-07-17T12:02:31.0000000Z;Positive;Tag Design and Artwork
The CGC tag we got for Max A. Million is great! We’ll get one for Mon Cherie soon too. The tag itself is very solid and highly legible, unlike many other tags. I didn’t realize the soft border around the tag would glow in the dark! Kinda cool because I can see where he is outside looking for it.;https://www.trustpilot.com/reviews/61c365010430e828ebdbb619;2021-12-22T17:50:15.0000000Z;Positive;Tag Design and Artwork
The company was quick and tags were cool. The only draw back was the part i bought with the swivel is to long, so I cant use it.;https://www.trustpilot.com/reviews/61dcae57e1196e51d75fb57e;2022-01-10T22:08:23.0000000Z;Positive;Tag Design and Artwork
The customer service was excellent.  I had a tag that was losing it's print and after a quick email, the company immediately sent a replacement.  It was easy, and efficient.;https://www.trustpilot.com/reviews/65234b59818e6f0ddab6b652;2023-10-09T02:37:45.0000000Z;Positive;Customer Service
The dog tag is perfect! Nice heavy duty material but not too heavy for the animal, also bright and easy to read.  Customer service has been fantastic.  They found an error in my phone number, reached out and ensured that the information was correct.  Highly recommend.   Cheers;https://www.trustpilot.com/reviews/62e17d154c35e69ec51baad5;2022-07-27T19:59:49.0000000Z;Positive;Customer Service
The ordering process was straight forward.  There were lots of fun choices on the way to getting a cute and useful tag for my dog.  The tag arrived in a few days and is as advertised.  Thanks!;https://www.trustpilot.com/reviews/62f5d5d14c35e69ec52ab0c3;2022-08-12T06:23:45.0000000Z;Positive;Customization and Personalization
The people at Dog Tag Art are by far the best!! I’m not just saying random words either, their customer service is the most genuine and thoughtful of any company I believe I’ve ever delt with. Their tags are awesome as well-you can’t go wrong with them🥰;https://www.trustpilot.com/reviews/633c73654a5fff53cad670e0;2022-10-04T19:54:45.0000000Z;Positive;Customer Service
The personalized dog tags came out super cute!  I got them for all of my friend's pups and just love how our dogs are all matching right now 😂🥰 The shipping was fast also, which was really nice. Thank you a lot!;https://www.trustpilot.com/reviews/63bebf374d0773066a34a076;2023-01-11T15:52:55.0000000Z;Positive;Customization and Personalization
The post office returned my order telling Dog Tag Art that the address was an abandoned house, so DTA emailed me.  They had checked that the address was correct and even matched it to a prior order.  I assured DTA that it was my correct address and they assured me that they would resend the order.  This time I received it promptly.  Thank you for following through so my new puppy could be tagged.;https://www.trustpilot.com/reviews/63792dd9252cba2c02ddcf33;2022-11-19T21:26:17.0000000Z;Positive;Shipping and Delivery
The process to order was very easy to follow and smooth. My order was shipped quickly and was delivered as promised. The quality is excellent. I just placed another order.;https://www.trustpilot.com/reviews/6409dbaae27b60c7362fa34d;2023-03-09T15:14:18.0000000Z;Positive;Ease of Ordering
The product is worth it. Looks so fine on my dog. Good customer service.;https://www.trustpilot.com/reviews/63187d537f7a8621ee55065a;2022-09-07T13:15:31.0000000Z;Positive;Customer Service
The quality of the tag that I ordered for my puppy who just earned his Canine Good Citizen certificate was of excellent quality. I hope to have the puppy certified as a therapy dog one day. Thank you!;https://www.trustpilot.com/reviews/62b9d3c0ba5bb6ef0424a402;2022-06-27T17:58:56.0000000Z;Positive;Tag Design and Artwork
The quality was poor- cheap materials and overall disappointed with the $20.00 price tag!;https://www.trustpilot.com/reviews/62434bfcf144199fc9cdd847;2022-03-29T18:12:12.0000000Z;Negative;Price and Value
The selection of tags is HUGE!  Some are funny, some are pretty and you can create your own custom tag as well. The tags appear to be well made.  Time will tell how well they hold up. I also purchased a virtual leash which I think is a neat service. Customer service is excellent!;https://www.trustpilot.com/reviews/61de3b14a16c1e751f6668bb;2022-01-12T02:21:08.0000000Z;Positive;Variety of Designs
The St Francis tag is just adorable & the small size is perfect for my small breed dog. The quality of the tag & the printing is outstanding.   Ordering was easy & it arrived very fast.  I really liked the selection of tags that you have to choose from.  The price is right too. I highly recommend Dog Tag Art for unique tags for your pets.;https://www.trustpilot.com/reviews/644ffc36734f97e68fa8df67;2023-05-01T19:51:50.0000000Z;Positive;Tag Design and Artwork
The tag arrived quickly. It is so cute and well made. I bought the yoda with light saber.  Definitely recommend!;https://www.trustpilot.com/reviews/630d32907f7a8621ee4cf42e;2022-08-29T23:41:36.0000000Z;Positive;Tag Design and Artwork
The tag came out just as pictured and arrived quickly.  We are very happy with it;https://www.trustpilot.com/reviews/630d24cb6a3e1ed2c3c41e8c;2022-08-29T22:42:51.0000000Z;Positive;Shipping and Delivery
The tag exceeded my expectations. Information on the back is clearly visible and the art is perfect.;https://www.trustpilot.com/reviews/632e0e8dc17abd5d3c37ffa4;2022-09-23T21:52:45.0000000Z;Positive;Tag Design and Artwork
The tag is nicely made and the design is precisely what I wanted.  The delivery was quick and the price was right.  What's not to like???  So glad I found you online.  Thanks!;https://www.trustpilot.com/reviews/6303d35bab7eb0e73ef5d35b;2022-08-23T03:37:00.0000000Z;Positive;Tag Design and Artwork
The tag is really cute but the name on the back has already smeared.UPDATE: after talking with customer service I found out that the ink didn’t smear but the tag next to it was rubbing off on the tag. Great customer service!;https://www.trustpilot.com/reviews/636006e0b84cc27618de5407;2022-11-01T15:41:36.0000000Z;Positive;Customer Service
The tag was exactly like the image on your site. I love it!;https://www.trustpilot.com/reviews/624b0c43c7628b203ba2332d;2022-04-04T15:18:27.0000000Z;Positive;Tag Design and Artwork
The tags are beautiful and receive compliments when at the dog park or drive thru when getting puppachinos. If your dog is a frequent head shaker, I would recommend the silicone silencer. We found that the tags would hit the metal clip of our pups collar. The silencer helps prevent damage. Dog Tag Art provided a very quick delivery and was always very responsive to inquiries.;https://www.trustpilot.com/reviews/624c66382b3c3c43cfc98c3b;2022-04-05T15:54:32.0000000Z;Positive;Tag Design and Artwork
The Tags are Beautiful!  I was amazed how fast I received my order..  will definitely order more for luggage and such.  I would definitely recommend their products!!!;https://www.trustpilot.com/reviews/630d13ed6a3e1ed2c3c41101;2022-08-29T21:30:53.0000000Z;Positive;Shipping and Delivery
The tags are great - plenty big and allows for unique personalization.  I've been ordering for years and have always received exactly what was ordered.;https://www.trustpilot.com/reviews/63b354a72338b6d417adec5a;2023-01-03T00:03:20.0000000Z;Positive;Customization and Personalization
"The tags are sturdy and have enough space to put all the important name and contact information.  I love that they are whimsical and colorful.  My dog Finnegan is ""squirrel lover"" - but only in the context that they are so much fun to chase!";https://www.trustpilot.com/reviews/6453ccbb734f97e68fab0d59;2023-05-04T17:18:19.0000000Z;Positive;Tag Design and Artwork
The tags themselves are fantastic. I ordered from DogTag Art years ago, and the tag was fairly thin and the paint came off quickly. The new tags are thick and solid, and the paint is holding up nicely. One of my tags got lost in the mail, so I reached out to their customer service. They quickly sent a replacement!;https://www.trustpilot.com/reviews/6434d6b1746ca7dfea06d047;2023-04-11T05:40:34.0000000Z;Positive;Customer Service
The website was very friendly and selection was great.The ordering process was easy and came very fast.I was amazed as to how many different tags they have and will certainly go there again. I would recommend this to anyone and everyone.;https://www.trustpilot.com/reviews/63fd2d8c9b64b1bdaf646aa5;2023-02-28T00:24:12.0000000Z;Positive;Variety of Designs
There are a wide variety of choices! Ordering was simple and shipping was fast. The virtual leash website was simple to navigate. I will be back for more things. I've also told several people about this site. Keep up the good work!;https://www.trustpilot.com/reviews/65d3b66f531e3e4ac1b98957;2024-02-19T22:13:36.0000000Z;Positive;Variety of Designs
There are many options to choose from depends on the pet or the owner personality or preference. I bought 4 so far for my 2 cats and 2 dogs. Everyone asking where I got those.;https://www.trustpilot.com/reviews/6414a395b23781c84230dea1;2023-03-17T19:29:57.0000000Z;Positive;Variety of Designs
There is a large variety of tag options to fit just about everyone's tastes. Shipping is fast and tags look great!! Durable even on my rough dogs. I have had to use the lifetime guarantee on one and no questions asked sent a replacement out the next day. Customer service has always been friendly and helpful;https://www.trustpilot.com/reviews/6287fd7f4b16276ac98bc9d6;2022-05-20T22:43:43.0000000Z;Positive;Customer Service
There’re are so many tags to choose from it’s so much fun to pick what you want! We found the best one it. Was easy and our tag arrived quickly. Now Zinnie wears her new tag proudly and it’s adorable! We are now going to order her third tag!😎😆;https://www.trustpilot.com/reviews/645a9ff9734f97e68fae62ca;2023-05-09T21:33:13.0000000Z;Positive;Variety of Designs
These are the best tags I have ever gotten for my pet family.  I have used them for years on all my dogs and now my cats.  They are the cutest and best.  They have fast service and so many styles to choose from, they are an exceptional value.;https://www.trustpilot.com/reviews/630ce17c7f7a8621ee4caa56;2022-08-29T17:55:40.0000000Z;Positive;Variety of Designs
These tags are AWESOME!   So easy to read the information  on thr tags and the designs are just beautiful!   Everyone  at our Vet's office loved them.   Very high quality, durable and lightweight.;https://www.trustpilot.com/reviews/62118353bc5a51af69c7d1ae;2022-02-19T23:54:59.0000000Z;Positive;Tag Design and Artwork
These tags are just beautiful. The images are sharp and the information is clear. I love these. Please order now!!;https://www.trustpilot.com/reviews/627084d9166eb7ecbf3b1a3a;2022-05-03T03:26:49.0000000Z;Positive;Tag Design and Artwork
These tags are the best! Purchased one a year ago and it still looks brand new.  Got a new puppy in oct so we got him a fancy tag.  But he won't stay still for a photo.  Customer service is fantastic.;https://www.trustpilot.com/reviews/63729bb4b84cc27618ebd41c;2022-11-14T21:49:08.0000000Z;Positive;Quality and Durability
They have the best dog tags ever and great customer service. You can't go wrong, so order something cute for your pup today!;https://www.trustpilot.com/reviews/64412984feac9ed559b495a4;2023-04-20T14:01:08.0000000Z;Positive;Customer Service
This company is excellent! The quality is great the price is fair and it arrived very quickly. Trust me you won't be sorry. Would definitely use again.;https://www.trustpilot.com/reviews/62f163254c35e69ec527401a;2022-08-08T21:25:25.0000000Z;Positive;Shipping and Delivery
This company offers the absolute BEST choices for dog tags.  The one I ordered is beautiful and VERY well made.  My puppy will look great wearing it when he's a little bit older.  I purchased the tag that said SHINE, with a sun, in blue and yellow...His name is SUNSHINE!  It was a pleasure to work with this company.;https://www.trustpilot.com/reviews/641b5ebeb23781c84233fe27;2023-03-22T22:02:06.0000000Z;Positive;Tag Design and Artwork
This dog tag is the best;https://www.trustpilot.com/reviews/623338ee4842703252b20c7b;2022-03-17T13:34:38.0000000Z;Positive;Customization and Personalization
This is a high quality, durable dog tag! My dog has been wearing it for a few months now and it doesn’t have a scratch and we go to the beach weekly. This is the Small size which is perfect for my Chihuahua + Mini Pinscher mix. I expected it to have a shiny finish but it actually has more of a matte finish, but I still like it just fine. The printed image is high quality too. The ring to attach it to his collar was really hard to bend so I had to get a man with stronger hands to attach it for me. But at least I know it won’t fall off!;https://www.trustpilot.com/reviews/61bd89930430e828ebd6cbc7;2021-12-18T07:11:15.0000000Z;Positive;Tag Design and Artwork
This is my 4th order from Dog Tag Art and I have yet to be disappointed.  Their tags are sturdy, well-made, durable, and the choices for graphics/fonts is amazing. Reasonably priced and fast shipping.;https://www.trustpilot.com/reviews/64488fb5746ca7dfea10b14e;2023-04-26T04:43:01.0000000Z;Positive;Quality and Durability
This is my 4th purchase of a dog tag. The product is excellent which is why I’ve ordered so many.;https://www.trustpilot.com/reviews/629822ac35343b8f5b5ee67f;2022-06-02T04:38:36.0000000Z;Positive;Repeat Purchase
This is my umpteenth purchase of a collar tag They are heavy duty for an active dog and tons of space to customize wording on the back side I got the Gadsden Flag tag for my awesome chocolate lab Dixie;https://www.trustpilot.com/reviews/61b7a5c22b49257fe29fe916;2021-12-13T19:57:54.0000000Z;Positive;Customization and Personalization
This is not me going there personally buh a friend of mine who stays in the US told me this.He said he went there to buy an ID tag for his puppy and to be frank their designs are very nice.;https://www.trustpilot.com/reviews/65373adb29c93c9fb850a3c2;2023-10-24T05:32:43.0000000Z;Positive;Tag Design and Artwork
This is our second purchase of dog art tags and we love them. Quick shipping, great product, excellent customer service;https://www.trustpilot.com/reviews/61a797220b7cbbcbfefc9d58;2021-12-01T15:39:14.0000000Z;Positive;Customer Service
This is the 2nd or 3rd time I’ve ordered dog tags over the past few years. The process of personalizing the dog tags is really easy and straightforward. Shipping took close to 2 weeks, but the end product is great! This order was for a gift for my parents’ new dog. Will definitely come back for more as we add to our pet family!;https://www.trustpilot.com/reviews/61c272b99f60695a25fcaa69;2021-12-22T00:36:05.0000000Z;Positive;Repeat Purchase
This is the 2nd time I've ordered a tag for my insulin-dependent diabetic dog.  It was shipped out very quickly and I received it within a couple days of my order.  I'd order from them again.;https://www.trustpilot.com/reviews/61aa6a8b0b7cbbcbfeffc0bd;2021-12-03T19:05:47.0000000Z;Positive;Shipping and Delivery
This is the first truly readable dog tag I've ever purchased--now, if my dog is lost, somebody can actually read my phone number without undue effort. I'm very happy about that. I also liked the short time from order to delivery and the art on the back. To me, though, the function of a dog tag is to facilitate the dog's return, in the unlikely event that we become separated. This tag does that better than any tag I've purchased in the last 40 years.;https://www.trustpilot.com/reviews/62fbc416142fce1f45fbd058;2022-08-16T18:21:42.0000000Z;Positive;Quality and Durability
This is the only company where I will buy my pet tags. They are so pretty and neat looking and very strong.;https://www.trustpilot.com/reviews/622a6a0c0e5829d9e2a4238a;2022-03-10T21:13:48.0000000Z;Positive;Tag Design and Artwork
This medic dog tag is perfect for our epileptic Chesapeake Bay Retriever. It’s a great size and looks like it’s very durable and I like that it’s not as noisy as a metal only tag. Our dog’s name and info on the back are very legible and the bright colours on the front make it easy to spot.  If we ever become separated and someone is looking for info on him it will be easily spotted.;https://www.trustpilot.com/reviews/643087c8734f97e68f99da3c;2023-04-07T23:14:48.0000000Z;Positive;Pet Safety and Identification
"This store is fantastic! Thank you for making my orders so quickly after I placed them; the personalized dog tag with my dogs' names on it is so cute; I am so pleased, and my dogs look really cute wearing it. My entire order was delivered safely and packed well. Thank you so much for getting all of my orders right.";https://www.trustpilot.com/reviews/623e7d3df144199fc9ca8dc4;2022-03-26T02:41:01.0000000Z;Positive;Customization and Personalization
This tag is so cute & very well made...not heavy, but good quality !  I will order again just for a change for Her every now & then. It was simple to order & fast shipping.;https://www.trustpilot.com/reviews/625d87292b3c3c43cfd5e011;2022-04-18T15:43:37.0000000Z;Positive;Quality and Durability
Unique quality product with great customer service.;https://www.trustpilot.com/reviews/61ca029e0430e828ebe02145;2021-12-27T18:14:54.0000000Z;Positive;Quality and Durability
Very cute tag. The name personalization came out excellent!;https://www.trustpilot.com/reviews/628d50ea4b16276ac98f80a9;2022-05-24T23:40:58.0000000Z;Positive;Tag Design and Artwork
Very good charftmanship and legible writing on the backs.  One very small flaw is I wish they were bigger for a 120 Belgium shepherd, there are very small on his vest. True service dog .just wish u could buy may e 50 cent piece size . Great company speedy on products would diffinently refer them to.otjers and hovered.;https://www.trustpilot.com/reviews/62426113f144199fc9ccf634;2022-03-29T01:29:55.0000000Z;Positive;Tag Design and Artwork
Very happy with the new tag. Even though my order was incorrect when I received it. They went out of their way to fix it for me at no additional charge.;https://www.trustpilot.com/reviews/62c35012853b02c06c975b6e;2022-07-04T22:39:46.0000000Z;Positive;Customer Service
Very light and noiseless with many tags on his hiking harness . Excellent large size and print;https://www.trustpilot.com/reviews/626fee59f03a9893e9814c9a;2022-05-02T16:44:41.0000000Z;Positive;Tag Design and Artwork
Very satisfied, excellent packaging and great customer service. The quality of the delivered dog tags & the final product reflect the ordered preview. Thank you!;https://www.trustpilot.com/reviews/63409a4db67840c2ab2b4f6b;2022-10-07T23:29:49.0000000Z;Positive;Customer Service
Very unique (if not even standalone) product in good quality that is being shipped everywhere around the world. If you want to create your own dog tag from scratch they are the first (and probably only) choice.;https://www.trustpilot.com/reviews/631f7f996a3e1ed2c3d0f40c;2022-09-12T20:51:05.0000000Z;Positive;Customization and Personalization
Very, very helpful. It was both important as well as fun to to create this vital identification for our newly rescued beagle. Thanks for being with us on this project.;https://www.trustpilot.com/reviews/65d5362ce97a4e82dcc923e1;2024-02-21T01:30:53.0000000Z;Positive;Customer Service
We absolutely love our new dog tag, dog tag art is the only dog tags our dogs have worn and our new puppy looks adorable in his!! Quality is great and the customization available is awesome!!;https://www.trustpilot.com/reviews/6303bf55443ff183141d6064;2022-08-22T19:39:33.0000000Z;Positive;Tag Design and Artwork
We are pleased with the size and the quality of the pattern and print. We have Chihuahuas and metal tags are larger and heavier. They drag the floor and dinner dishes. These are much better and the message is mine.;https://www.trustpilot.com/reviews/61cc01cb0430e828ebe1888d;2021-12-29T06:35:55.0000000Z;Positive;Tag Design and Artwork
We are very pleased with the tag.  Very quick delivery and excellent communication.  Would definitely recommend.;https://www.trustpilot.com/reviews/61d88c37e1196e51d75ce6b2;2022-01-07T18:53:43.0000000Z;Positive;Customer Service
We bought three dog tags for our dogs.  They are beautiful.  We have had so many complements from people about how nice and easy to read they are.  They are only tags I would ever own now.;https://www.trustpilot.com/reviews/6333bf401133a76521b9de8c;2022-09-28T05:28:00.0000000Z;Positive;Tag Design and Artwork
We chose Dog Tag Art over AKC because AKC limited us when selecting to print the Microchip#.  AKC hard codes in their AKC Reunite phone number.  We  wanted our phone number, Beckett's Microchip# and his AKC number on the tag.  We're very happy with speed of delivery, product quality (especially like the glow in the dark protective rubber surround for the tag), and customer service in honoring a first time user discount.  Thanks!;https://www.trustpilot.com/reviews/619c03e4bd63dda482618cf4;2021-11-22T20:56:04.0000000Z;Positive;Customization and Personalization
We got our new dog tag! It came quick too! IT IS AWESOME!!! We love it! Thank you so much!;https://www.trustpilot.com/reviews/6216beeeba48cd57a2a12cf7;2022-02-23T23:10:38.0000000Z;Positive;Shipping and Delivery
We love our Dog Tag Art. They are easy to read & instantly evoke our pup’s unique personality. We have 6 dogs & they each have their own authentic tag chosen specifically. This is our 2nd order & we have referred our friends.;https://www.trustpilot.com/reviews/63a4a1092338b6d417a4715f;2022-12-22T20:25:13.0000000Z;Positive;Tag Design and Artwork
We love our dog’s new tag from Dog Tag Art. Shipped immediately and looks great. What more do you need?;https://www.trustpilot.com/reviews/622b800931617ac0e483829a;2022-03-11T16:59:53.0000000Z;Positive;Shipping and Delivery
We love our new rescue dog Jack Rowan and we are very happy with the St Francis Identification tag.  Thank You!!;https://www.trustpilot.com/reviews/61fe922abc5a51af69b90321;2022-02-05T15:05:14.0000000Z;Positive;Customer Service
We love our new rescue pup Yoda and his dog tag matches him perfectly! The quality is great and it arrived wicked  fast.;https://www.trustpilot.com/reviews/630d1b346a3e1ed2c3c41754;2022-08-29T22:01:56.0000000Z;Positive;Tag Design and Artwork
We love those dog tags! They are more attractive than the traditional metal ones and they have great features.;https://www.trustpilot.com/reviews/631632506a3e1ed2c3ca829e;2022-09-05T19:30:57.0000000Z;Positive;Tag Design and Artwork
We use Dog Tag Art for our rescues goats, donkey, and horses. I love the variety of designs. Of course our doggos and cats wear them too. Best tags ever!;https://www.trustpilot.com/reviews/63a4d5072338b6d417a4a6ae;2022-12-23T00:07:03.0000000Z;Positive;Tag Design and Artwork
We watched the building be transformed from a drab tan to an exciting mural of a dog with a stick and the mountain vista. It looks great! We weren't sure what the building was but when we found out it was Dog Tag Art, we immediately ordered a new one for our little fur baby. We love it. There are a lot of design options. We did choose to have the glow-in-the-dark ring around hers and I'm not sure that really lights up, so temper your expectations on that front. Otherwise, great service and product!;https://www.trustpilot.com/reviews/625ea1617b2618e9fe9f9dab;2022-04-19T13:47:45.5190000Z;Positive;Tag Design and Artwork
We’ve ordered 4 dog tags from Dog Tag Art. They are all different and delightful, allowing us space to include more information on the tag. Great selection to fit your pets’ personality. Short wait time from order to delivery. We highly recommend them!;https://www.trustpilot.com/reviews/626853c50c4813f76bf588cb;2022-04-26T22:19:17.7210000Z;Positive;Variety of Designs
Well made…very satisfied.;https://www.trustpilot.com/reviews/626723877b2618e9fea5dc22;2022-04-26T00:41:11.8130000Z;Positive;Quality and Durability
Well, first of all the product itself was gorgeous! Looked exactly like the picture... It was what I had imagined in my head, it was delivered and I was not even remotely disappointed. Also... I love your technique of under promising and over delivering. They said it was going to take anywhere from 10 to 14 business days to deliver. I got it within a week. I love it, my family loves it (they think it's hilarious), and my dog loves it most importantly! Thank you very much!;https://www.trustpilot.com/reviews/6444a60f734f97e68fa3617f;2023-04-23T05:29:19.0000000Z;Positive;Shipping and Delivery
