"Content","Date","Consumer Sentiment Classifier","Automatic Classifier"
"Bonjour,Véhicule commandé le 09/10/23, livré le 24/10/23 avec reprise de véhicule à l'agence de Tours, la reprise s'est bien passée, la livraison conforme en apparence, même si le véhicule manquait un peu de propreté et que je n'ai pas eu droit à une présentation du véhicule.Le réel problème est apparu après lors de mon premier trajet pour ramener le véhicule à mon domicile, véhicule qui se met à trembler dès qu'on freine à plus de 60 km/h, j'ai fait un essai routier avec un garage qui m'indique que les disques avant sont voilés.J'ai donc contacté autohero pour une prise en charge et là c'est devenu une galère, car malgré le diagnostic du garage, ils me demandent que le garagiste se filme en train de vérifier les disques avec un outil spécifique qui n'est plus utilisé depuis des années par les garages. La raison est que les garagistes sont des vendeurs de pièces et qu'ils n'ont pas confiance en eux.Heureusement j'ai un garagiste avec qui je m'entends bien et il a accepté de réutiliser cette méthode et se filmer en le faisant. Résultat voilage dans les normes, mais plaquettes neuves mal rodée par le livreur ayant conduit le véhicule de Longueuil (60) à Tours (37), en espérant que les plaquettes se refassent aux disques malgré leur vitrification sur le démarrage.Pour un achat à 14000€ je trouve le SAV très zélé et surtout c'est inadmissible que l'on vous vende un réseau partenaire de garage au niveau national pour faire les réparations mais en fait juste en Ile-de-France, dans ma région 0 garage partenaire et ils ne rougissent même pas en le disant.Ayez un garagiste prêt à répondre à toutes leurs demandes tirées par les cheveux si vous leur acheter un véhicule qui malheureusement a des problèmes malgré leurs contrôles.","2023-10-31T19:45:07.0000000Z","None","Vehicle Quality"
"J'ai choisit Autohero pour l'achat de ma première voiture sur la recommandation de personnes étant elles-mêmes passées par ce site. Tout s'est fait rapidement courant septembre. J'ai apprécié la clarté des informations, la facilité de réservation du véhicule jusqu'à l'organisation du rdv pour la livraison avec l'équipe. Le jour J, j'ai pu la vérifier, la tester, tout s'est passé agréablement. Cela fait un mois et je suis toujours autant satisfaite de ma voiture.","2023-10-31T10:27:50.0000000Z","Positive","Satisfaction with Purchase"
"Je ne peux que confirmer que cette société de vente de véhicules en ligne est au top du marché actuellement ! Les détails de votre future acquisition sont en ligne de façon visible claire et nette. Les imperfections constatées sont bien mentionnées et bien visibles par grossissement en ligne,il n'y à aucune surprise.L'achat est fluide, j'ai réglé au comptant par virement et tout s'est absolument bien déroulé. La livraison par Adèl s'est réalisée dans d'excellentes conditions, c'est un livreur très professionnel et très sérieux qui nous à tenus au courant minute par minute pour l'heure de livraison.En conclusion, bien que mon entourage m'ait dissuadé d'un achat en ligne, je déments toute rumeur négative concernant la vente en ligne, chez autohero ce sont de vrais professionnels qui méritent bien ces éloges. En plus , comparez les prix avec d'autres sociétés de vente en ligne et votre décision sera vite prise ! A Bon entendeur salut et bon achat !","2023-10-30T15:28:08.0000000Z","Positive","Delivery Experience"
"Nous avons fait un achat reprise à domicile. Le processus est vraiment bien réglé: en deux heures la nouvelle voiture était livrée et l'ancienne reprise. Nous avons fait un peu plus de 2000km avec la nouvelle voiture et jusqu'ici tout va bien. J'ai particulièrement apprécié le rappel après une semaine pour connaitre notre niveau de satisfaction.","2023-10-30T11:40:44.0000000Z","Positive","Delivery Experience"
"Très belle expérience avec Auto Hero Je me devais de trouver une voiture très rapidement et autohero m’a accompagné du début jusqu’à l’acquisition de ma Ford Ecosport,en pratiquement une semaine. Tout s’est passé rapidement  Un service client très réactif, une voiture que j’adore ! Merci à Denis qui a vraiment été de toute confiance et au monsieur Luc ‘´´XX,  qui m’a livré la voiture. A toute l’équipe ! J’ai d’ailleurs recommandé à une amie qui 2 semaines après a fait une réservation chez vous! Merci pour tout le suivi !","2023-10-27T21:58:14.0000000Z","Positive","Satisfaction with Purchase"
"Très bonne expérience d'achat de voiture d'occasion avec Autohero. Merci à Steevi pour le suivi de mon dossier et à Jean-François le livreur qui peu importe le temps (il pleuvait des cordes) fais son travail avec un grand professionnalisme. La voiture était exactement comme dans la description faite sur le site et énuméré par steevi. La prise en main est totalement expliquée par Jean-Francois qui en plus revérifie le véhicule avant livraison. Bref un achat plus que satisfaisant. Je ne regrette pas mon choix de faire confiance à Autohero. Merci à vous et bonne continuation","2023-10-24T16:16:17.0000000Z","Positive","Satisfaction with Purchase"
"Bon suivi téléphonique avec les conseillers avant la transaction , véhicule quasi conforme à la description sur le site, nettoyage intérieur / extérieur vraiment très bien réalisé. Possibilité de livraison devant le domicile. Pour ma part, toutes factures depuis mise en service, c'est un plus !!!","2023-10-23T08:27:14.0000000Z","Positive","N/A"
"Très bon expérience avec Autohéro. J'étais dubitative d'acheter de cette façon car évidemment acheter sans voir est assez compliqué. Il est très simple d'avoir un interlocuteur tout le long du processus et de garder le même. Rassurants et à l'écoute, ils sauront vous guider ! N'hésitez pas. Mention spéciale à Denis qui à été au top pour ma part !","2023-10-20T14:43:12.0000000Z","Positive","Online Buying Experience"
"1 ère expérience avec Autohero et que du positif, de la reprise de mon véhicule et de l'achat du nouveau véhicule chez Autohero. J'ai réglé en amont la différence. Le jour de la livraison mon nouveau véhicule était en phase avec mes attentes et reprise de l'ancien. Merci pour votre professionnalisme.","2023-10-19T22:07:49.0000000Z","Positive","Satisfaction with Purchase"
"Pour moi, c'est la deuxième fois que j'achète un véhicule chez Autohero. Je n'ai pas à m'en plaindre, le personnel est très accueillant par téléphone, efficace pour traiter les dossiers, et les véhicules que j'ai achetés ont été préparés avec soins, pas de souci à signaler. Je recommanderai sans hésitation ce site.","2023-10-18T14:16:58.0000000Z","Positive","Satisfaction with Purchase"
"On ma livré mon véhicule en 1 semaine c'est tres bien ...sauf que le coffre ne ce ferme pas ni avec la clé ni avec la fermeture centralisé d'autant plus qu'au niveau du tableaux de bord sa indique bien une anomalie au niveau du coffre est pourtant le livreur na ou rien vu ou ne me la pas signalé","2023-10-14T15:24:09.0000000Z","Negative","Vehicle Condition"
"Je viens de remarquer, malheureusement juste après la période d'essai de 21 jours / 500km, que le recouvrement intérieur du pillier gauche du pare-brise est endommagé, comme c'est le cas après un accident frontal, ou un changement de pare-prise opéré par un non-professionnel. Rien de cela n'est noté dans l'historique du véhicule.Les balais des essuie-glaces sont endommagés et j'ai dû les changer à la première pluie.Il y a aussi un bruit de rotule avant droite qui commence à se faire entendre.Sinon, je suis satisfait du véhicule. Il y a souvent des couacs quand on reprend un véhicule d'occasion, et ça aurait pu être pire.","2023-10-10T20:03:05.0000000Z","Negative","Vehicle Condition"
"Le processus commercial via internet est très bien conçu, aussi bien pour l'achat que pour la reprise: simple et efficace. Les échanges avec toutes les personnes de Autohero de la première prise de contact jusqu'à la livraison avec le super camion ! ont été très professionnels et à l'écoute. Je ne vais pas manquer de recommander votre entreprise auprès de mes contacts.","2023-10-06T16:23:21.0000000Z","Positive","Online Buying Experience"
"Le site internet est bien fait, les infos et photos des voitures sont pertinentes et complètes. Les différents contacts avec les équipes se sont toujours bien passés La livraison et la reprise de notre véhicule idem et la voiture est tels que nous l’avions vu sur les photos. ( le camion transparent est franchement sympa c’est un beau moment quand la voiture arrive) Bref, une entreprise au top qui mérite à être connue. J’en parle partout en bien. Je viens de recevoir ma nouvelle carte grise et j’ai rien eu à faire également. Foncez ;)","2023-10-05T19:12:38.0000000Z","Positive","Online Buying Experience"
"Je suis hyper contente d’avoir acheté ma voiture avec Autohero! Elle me correspond, elle correspond à tout mes besoins et son prix était juste Incroyable.Ils ont un très bon service client qui nous accompagne à chaque étape et la procédure est vraiment simple et rapide à peine une dizaine de jours. Je suis ravie de mon expérience et j’ai déjà recommandé Autohero à tout mon entourage ;)","2023-10-05T14:09:12.0000000Z","Positive","Satisfaction with Purchase"
"C'est la deuxième fois que j'achète une voiture sur AutoHero. J'adore l'expérience. On peut choisir la voiture en ligne, consulter tous les documents et se la faire livrer à la maison ! J'ai même vendu une voiture à AutoHero. Je pense que leurs prix d'achat et de vente sont corrects et que le service clientèle est très serviable. Pour ma première voiture, il n'y avait pas de frais de livraison, mais pour la deuxième, les frais de livraison s'élèvent à plus de 100 euros.","2023-10-04T12:13:42.0000000Z","Positive","Online Buying Experience"
"Achat effectué en avril 2023, la procédure d'achat était simple en ligne et bien suivie. Véhicule reçu en temps et à l'heure, lavé extérieur et intérieur avec attestation d'entretien.Quelques incohérences avec la description en ligne ont été relevées en présence de livreur puis signalés au SAV.Mes réclamations ont été très rapidement prises en charge malgré un mal entendu au début, et je remercie particulièrement Quentin pour sa réactivité et son sérieux.Petit Conseil pour des futurs acheteurs :vérifier bien votre véhicule à sa réception et en présence du livreur.Petite proposition à autohero :pensez à publier l'historique HISTIVEC / Car vertical poir assurer vos futurs acheteurs, j'ai découvert que mon véhicule est de provenance de l'Espagne et non pas de l'Allemagne comme indiqué dans l'annonce avec un léger accident qu'il a subi à l'étranger.","2023-09-29T15:07:32.0000000Z","Positive","After-Sales Service"
"Une équipe d'""amateurs"", et c'est un pléonasme, qui prennent les clients pour des imbéciles.Véhicule commandé début septembre 2023 pour une livraison programmée le 28/09 9h30 à Toulouse.Appel de auto Hero le 28 à 9h35 pour expliquer que ""exceptionnellement"" le point de livraison est fermé jeudi 28/09 et vendredi 29/09, pour qui pourquoi ?? pas de réponse ????? Reprogrammation de la livraison à mon domicile le 29/09 entre 17 et 20h.Appel de auto héro le 29/09 à 10h00 expliquant que le véhicule est ""en panne"" (professionnalisme du préparateur) et que on ne sait pas quand elle sera réparée. J'attends leur appel Lundi 01/10.Société à éviter absolument si vous voulez acheter une voiture.Menteurs, incompétents et prenant leurs clients pour des imbéciles.","2023-09-29T11:43:32.0000000Z","Negative","Delivery Experience"
"Déjà, sur le site web on peut voir les défauts présents sur le véhicule. Ensuite dans la relation commerciale personnel très agréable notamment Gaël. Livraison du véhicule ponctuel. On prend le temps de faire le tour du véhicule. J'avais commandé un véhicule de +6 ans mais à la livraison, j'avais l'impression de recevoir un véhicule neuf tellement du soin est apporté au véhicule. J'avais commandé sur Autohéro sur recommandation d'un de mes collègues, je recommanderai ce site les yeux fermés.","2023-09-27T07:07:15.0000000Z","Positive","Vehicle Condition"
"Attention le prix de reprise peut être différent en effet lors de la reprise de votre véhicule le chauffeur vas la scruter sur tous les angles pendant 45mm il peut trouver des défauts et le prix n'est plus le même prévoyez une réserve d'argent moi ça va ma voiture était parfaite et le chauffeur honnête et la voiture acheter nickel le plus c'est d'avoir la voiture à domicile et si elle vous plaît pas vous la prenez pas !!","2023-09-26T08:33:38.0000000Z","Negative","None"
"Ayant des difficultés à me déplacer et devant changer de voiture pour raisons médicales, j'ai donné une chance à ce vendeur tout en ligne (pas d'essai avant achat), en sélectionnant une voiture qui devrait bien vieillir (et avec un prix sacrément avantageux par rapport à ailleurs)Le site est très bien fait, et devant tous les justificatifs d'entretien ainsi que les photos des défauts de la voiture, j'ai commandé une skoda octavia combi!L'interlocuteur unique de l'équipe commerciale m'a guidé dans mes démarches (très rapides et effectuées en grande partie par autohero) jusqu'à la livraison.... le camion vitrine est arrivé, s'est garé, plié pour faire sortir la voiture (on croirait le déchargement d'une Lambo! - effet garanti!), et elle était là, encore plus belle et propre que sur le site!Le livreur très sympathique, m'a donné les papiers du véhicule en me précisant la suite des évènements (qui se limite à attendre las papiers définitifs)Suite à l'apparition intempestive et temporaire d'un voyant défaut moteur, je tiens vraiment à remercier Jean du sav, qui m'a permis d'aller faire un diagnostic à la concession du coin (autohero me rembourserait des éventuels frais), pour m'assurer que la voiture était impeccable, et à jour de tout (intervention prise de toute façon sous garantie constructeur, car je disposais des justificatifs).Le voyant a disparu et je suis désormais vraiment en confiance avec ce nouveau véhicule!En deux mots; merci Autohero !Didier D","2023-09-29T23:43:24.0000000Z","Positive","Online Buying Experience"
"Bonne expérience pour l'achat d'un ludospace en ligne. Le commercial qui a suivi mon dossier très compétant et sympathique. Très bon échange tout au long de la transaction. Auto conforme à la description du site. Reprise correct de mon ancienne auto. Livraison sans problème avec un livreur très efficace et sympathique. Je recommande cette plateforme.","2023-09-21T13:49:37.0000000Z","Positive","Online Buying Experience"
"Plutôt sceptique au début d’acheter une voiture sur internet sans essayer la voiture… Cependant, très bonne surprise AutoHero. Nous avons bien attendu avant de déposer un avis car nous avons préféré rester sur nos gardes mais au final rien à dire. Du choix de la voiture, paiement, suivi du dossier, livraison et SAV ! La livraison s’est très bien passé, présentation du véhicule, explication… etc. Merci à Sharif pour son professionnalisme et sa bienveillance. Il y a eu effectivement des petits défauts qui n’était pas présent sur le détails des imperfections mais le SAV et notamment Stephan à su nous dédommager comme il le fallait. ( aucune difficulté à les joindre par téléphone ou par mail) Nous avons effectué presque 1000km avec le véhicule et jusqu’à maintenant rien à signaler. Néanmoins nous resterons sur nos gardes quand aux problèmes qui peuvent survenir et la réponse de la garantie de 12 mois annoncés. En espérant, que notre avis ne change pas sur AutoHero.","2023-09-20T18:14:30.0000000Z","Positive","Online Buying Experience"
"Bonne expérience pour l'achat d'une peugeot 308 par internet. Peu commun pour une voiture mais livraison conforme à la description. Par ailleurs j'ai eu un souci de réservoir adblue 3 mois après mon achat et bien que la voiture soit hors assurance et hors garantie constructeur, ils m'ont aidé pour la note de la réparation. Ma demande était justifiée mais beaucoup de revendeur n'auraient rien fait. Donc je recommande Autohero.Après je confirme un autre commentaire qui indique que la voiture n'était pas nickel mais cela reste de l'ordre du détail donc ça passe largement.Merci à l'equipe d'autohero et Allan du service après vente.","2023-09-20T17:51:09.0000000Z","Positive","After-Sales Service"
"308 II acheté en Juin 2022 à 13000€  Le jour de livraison de la voiture à peine partit pour l’essayer, le voyant moteur qui s’allume, on se rendra compte une semaine plus tard après un rdv au garage qu’il y avait une fuite d’huile au niveau d’un joint à côté de la culasse , facture 1000€Septembre 2023 donc 1 an et 3mois après avoir acheté la voiture je me retrouve avec une autre facture à 1200€ car un injecteur fuit et le réservoir d’urée (pièce qui est censé durer toute la vie de la voiture) est à changer, au total plus de 2300€ de frais en 1an et 3mois, et aucune action de la part d’autohero franchement merci beaucoup","2023-09-19T15:43:30.0000000Z","Negative","Vehicle Condition"
"Bonjour,très bonne prestations, honnête, sérieuse. Voiture exacte a la description.deux petites exceptions, la voiture n'était pas nickel, aurait pu être un peu plus propre, et le temps entre la l'acceptation d'achat et la livraison de la voiture, un peu long 1 mois!! sinon tous le reste impeccable.","2023-09-19T15:42:53.0000000Z","Positive","Satisfaction with Purchase"
"achat d'une Toyota sur le site autoHero, première expérience d'achat d'une voiture sur internet, je suis très satisfaite de tout le déroulement de la vente, voiture conforme à l'annonce à la livraison, quelques petits déboires qui ont été immédiatement entendus et pris en charge par Gael, conseiller du service après vente, parfaite communication et suivi de sa part des réparations nécessaires, merci beaucoup","2023-09-16T10:21:10.0000000Z","Positive","Satisfaction with Purchase"
"Je n avais jamais acheté de voiture, il m en fallait une absolument, je ne suis pas douée avec internet, mais l interlocuteur AUTOHERO, m a vraiment aidé, je suis partie à  600 kms de chez moi, je suis très contente de mon achat, je vais recevoir la carte grise à domicile....j aurais été jusqu'au bout. C est appréciable.","2023-09-14T10:39:05.0000000Z","Positive","Satisfaction with Purchase"
"Après 9 mois d'achat de ma voiture, certaines fonctionnalités automatiques ne fonctionnent plus, comme le démarrage/arrêt automatique et le détecteur de pluie. Après avoir effectué des diagnostics, il s'est avéré que ces problèmes étaient liés à l'état de santé de la batterie. J'ai contacté le service après-vente d'Auto Hero pour qu'ils prennent en charge les frais de remplacement de la batterie, étant donné que j'ai une garantie premium. Cependant, leur réponse a été que la garantie ne couvre pas le remplacement de la batterie. 😊","2023-09-13T17:50:53.0000000Z","Negative","After-Sales Service"
"Je suis satisfait de mon expérience d'achat sur Autohero. La voiture que j'ai reçue correspond parfaitement à la description. Elle est en excellent état tant sur le plan de la carrosserie que sur le plan mécanique. Je recommande vivement Autohero à tous ceux qui cherchent une voiture de qualité.","2023-09-13T13:11:40.0000000Z","Positive","Satisfaction with Purchase"
"Le site est vraiment très détaillé, aucune surprise entre le descriptif et la réception du véhicule. Le parcours d'achat est fluide et réactif. La réponse à la demande de financement était rapide. Globalement une expérience très positive. La seule chose, on aurait préféré avoir l'option de la livraison à domicile plutôt qu'en agence, et le délai de livraison de 3 semaines qu'on aurait préféré plus court, mais au final tout s'est bien passé!","2023-09-11T10:31:43.0000000Z","Positive","Delivery Experience"
"Suite à l'achat d'une BMW 430d F36.Prix compétitif, véhicule bien préparé (nettoyage, vidange, filtres) très bon suivi...21 jours pour retourner sans frais si cela ne va pas. L'impossibilité de visite est finalement bien compensée. En espérant que cela dure !Merci à Stéphen pour son efficacité !","2023-09-09T15:50:26.0000000Z","Positive","Satisfaction with Purchase"
"Echanges qualitatifs avant commande avec le commercial (Christian), souci technique induisant un parfaitement conforme et suivi après-vente réel. Une très bonne expérience d'achat.retard de livraison d'un mois, minoré par le suivi rigoureux et agréable de Mama, livraison au top dans le garage partenaire de Castelnau-le-Lez, véhicule.Déconvenue en suivant avec le SAV, un mois après. Voyant de révision allumé, prise en charge poussive, 2 rdv en centre norauto avortés, le troisième a été le bon… J’espère ne plus avoir à faire avec le SAV, alors même que j’ai pris une extension de garantie à 249 euros…","2023-10-24T07:13:28.0000000Z","Negative","After-Sales Service"
"J'ai passé la commande d'une Ford Puma en ligne avec l'accompagnement commercial qu'il fallait. A la réception du véhicule, le jeudi 3, tout allait bien. Je me suis rendu compte au premier nettoyage le lundi 7 que la calandre était cassée ainsi que le joint côté conducteur (non signalée sur l'annonce). J'ai alors tenté de prendre contact avec le SAV et ma demande a été entendu seulement le 11. Au final, j'ai eu une prise en charge complète de la calandre ainsi qu'un geste commercial. Beaucoup de stress vis à vis de la prise en compte du service SAV mais le résultat a été au rendez-vous. Je reste très satisfait du véhicule en son ensemble et de sa propreté lors de la livraison.","2023-09-07T16:49:43.0000000Z","Positive","After-Sales Service"
"Une équipe professionnelle, à l'écoute et très disponible. Que ce soit en ligne, au téléphone ou en agence le jour de la livraison du véhicule, tout s'est très bien passé. Un grand merci en particulier à Cindy de l'agence de Périgny ainsi qu'à son collègue d'atelier qui m'ont très bien accueilli. Ils ont pris le temps de tout m'expliquer, de faire le tour du véhicule et de répondre à mes questions. C'est mon premier achat en ligne et je n'ai aucun regret. Je recommande Autohero à 200%. Un grand merci à toute l'équipe.","2023-09-06T19:14:54.0000000Z","Positive","N/A"
"Le véhicule que j'ai réceptionné est juste parfait ! Pour un véhicule de 2017 on dirait qu'il est neuf. Il y a plusieurs imperfections mentionnées sur l'annonce que je n'ai même pas réussi à voir. Enfin le montant de la reprise de mon ancien véhicule donné par internet a été confirmé le jour de la vente.","2023-09-06T19:13:18.0000000Z","Positive","Vehicle Condition"
"Un peu hésitante sur le principe d'acheter un véhicule en ligne, j'ai fait appel à Autohero et... j'ai très bien fait ! Je mettrais 6 étoiles si c'était possible ;)Le véhicule livré est absolument conforme à la description, aux informations et aux photos très détaillées du site. Le livreur était ponctuel et agréable. Le processus d'achat, les éventuelles questions, le suivi, tout est simple, clair et fiable. Je suis ravie !","2023-09-04T17:26:42.0000000Z","Positive","Online Buying Experience"
"Je suis très satisfaite de mon achat la voiture fonctionne très bien et l'équipe qui gère est très chaleureux et répond à toutes les questions il y a rien à redire très bon suivi. Je recommande fortement si je dois racheter une autre voiture j'irais chez eux les yeux fermés sans problèmeMme hamidi","2023-09-01T09:46:59.0000000Z","Positive","Satisfaction with Purchase"
"J'ai acheté ma première voiture chez eux. Voiture très propre, conforme à la l'annonce j'étais très contente ! Le seul bémol que j'avais trouvé c'est que quand on commence la commande de la voiture. On passe un temps fou à trouvé les documents et pour au final avoir la déception de découvrir quelques jours après qu'elle est réservée pour quelqu'un d'autre. Mais malgré ça quand ma seconde commande à failli finir de la même façon. L'équipe autohéro a été très actif pour me permettre de faire avancer rapidement ma commande et me l'a réserver. Merci encore !","2023-08-31T17:23:26.0000000Z","Positive","Purchase Process"
"Bonne réception de mon Arkana rsline à mon domicile livreur à mon écoute il est resté le temps qu’il a fallu pour m’expliquer le fonctionnement de la voiture qui était conforme à la description du site autohero et tout le monde était très bien de la commande à la livraison commerciale et secrétaire je recommande autohero","2023-08-31T11:15:05.0000000Z","Positive","Delivery Experience"
"C’est mon ami concessionnaire qui travail chez AUTO HERO qui m’a conseillé leurs véhicules, et je suis pas du tout déçue. La voiture est juste AMAZING, un peut cher car elle a beaucoup rouler par rapport a sont années c’est juste sa qui est dommage. Des conseillers au top, la livraison super rapide. A bientôt pour une nouvelle expérience <3","2023-08-29T16:02:49.0000000Z","Positive","Satisfaction with Purchase"
"Un achat réalisé sans problème. Des soucis de moteur Puretech des années 2016 et plus. Une demande à Peugeot France pour un échange standard de moteur qui, après deux  mois de tergiversations et échanges, a été refusé. Mais bienheureusement Autohero nous garantissait 1 an le moteur et c est eux qui ont pris totalement en charge ce changement. Ouf ! Heureux de cette issue. Donc très contents de AUTOHERO et son service après vente. Alan notre interlocuteur toujours très aimable et sérieux  dans son travail. Au passage depuis février 2023 (date de notre achat d une 2008 Peugeot de 2017) tous les 500 km nous avons du remettre 1litre d huile ! Autohero l à rembourser à chaque fois. Donc 5 étoiles service après vente qui était toujours joignable au téléphone en plus des emails.","2023-08-29T10:19:45.0000000Z","Positive","After-Sales Service"
"Tout d’abord a noté le sérieux de Autoheros,première expérience d’achat à distance d’une voiture,c’est pas forcément facile mais les photos sont là donc pas trop de surprise finalement.Petit bémol j’ai pas trop aimé le paiement contant la voiture et ne la recevoir 1 mois plus tard ,petite semaine en plus de retard,donc départ en vacances retardé,j’avais qu’à bien sûr me décider avant aussi.La voiture a été livré pas très propre à l’intérieur mais autohero m’a remboursé 50 euros en compensation,et pour finir c’est ce que j’avais un peu peur en achetant sans essayer ou voir le véhicule j’ai le coffre arrière qui s’ouvre pas bien et le rétroviseur droit qui ne se rabat pas.voilà pour ma première expérience,à oui j’allais oublié c’est sympa de voir arriver sa voiture dans le camion vitrine avec un livreur super sympa.","2023-08-25T10:47:42.0000000Z","Negative","After-Sales Service"
"Très satisfait de mon achat. Grâce à autohero j’ai pu acquérir une nouvelle voiture à un très bon prix. Plusieurs refus de prêt de notre banque alors que l’achat d’une nouvelle voiture nous était nécessaire pour le travail. Que ce soit de l’achat jusqu’à la livraison tout à était nickel. Chaque service a su répondre à mes questions durant tout le parcours d’achat et de livraison. Des conseillers et conseillères très aimables et sympathiques. Rien n’a dire je recommande 100000% si je doit refaire un autre achat dans une dizaine d’années je repasserai par autohero. La livraison a était impeccable et le livreur très professionnel et super gentil, respectueux et sympathique. Service client réactif, j’ai eu un soucis avec la carte grise et la solution a était trouvée rapidement. Pour la voiture rien n’a redire pour le moment impeccable, encore plus belle en vrai, propre. Certains de mes proches ont même décider de se lancer et commander aussi.","2023-08-24T18:09:14.0000000Z","Positive","Satisfaction with Purchase"
"Super expérience, dès que j'ai choisi ma voiture j'ai eu un suivi exceptionnel !!! Les démarches sont simples et rapides. Les prix sont très attractifs et les photos sont conformes. Tous les détails vous aident correctement à faire le bon choix. Le temps de livraison est respecté. Je remercie toute l'équipe d'autohero. Très contente de mon véhicule. Je recommande !!!","2023-08-24T13:14:46.0000000Z","Positive","Satisfaction with Purchase"
"Bonjour, nous avons acheté une voiture d'occasion en août 2022 via la plateforme Autohero. Après quelques semaines d'utilisation, il s'est avéré que des défaillances au niveau de la pression des pneus sont apparues rapidement. Nous avons pris attache avec Autohero leur expliquant la situation. En effet, la garantie légale de mise en conformité est applicable à tous les vendeurs professionnels de véhicules d’occasion. Elle s’applique automatiquement aux contrats de vente de biens corporels neufs ou d’occasion. Les clients qui constatent un défaut moins d'1 an après la livraison de leur véhicule, celui-ci est d'office considéré comme existant lors de la livraison. La constatation du défaut a été effectuée par une réclamation en date du 16 janvier 2023, moins d’un an après la livraison. Juridiquement et comme le rappelle la directive européenne par l'application d'une présomption simple (qui protège les consommateurs), je n’avais pas à apporter une preuve quelconque de la date d'apparition du défaut.En l’espèce, la voiture qui nous a été vendue comporte des défaillances au niveau électronique et notamment sur les capteurs de pression des pneus. Le bien vendu présentait un défaut de fabrication ou un mauvais assemblage. Les défauts provenaient de l'installation et surtout de la vérification qui a été faite par le vendeur et réalisée sous sa responsabilité.Malheureusement, et après plusieurs échanges nous justifiant de ces désordres constatés, Autohero a apporté une réponse négative à l'indemnisation que nous lui demandons, en retournant la charge de la preuve contre nous. Je suis très déçue par ce type de pratique, j'espérais véritablement faire valoir mes droits ! Je vous conseille avec beaucoup de bienveillance de bien lire votre contrat avant tout achat d'une voiture sur la plateforme, Bonne journée.","2023-08-23T16:23:03.0000000Z","Negative","Vehicle Quality"
"Je suis super content de mon achat, ça faisait 3 ans que je demandais un prêt a ma banque pour l'achat d'une petite voiture d'occasion à chaque fois 《prêt refuser》mais avec auto hero j'ai pu enfin le faire avec une solution adaptée à ma situation. Ce qui concerne le véhicule je le encore plus beau en vrai que sur les photos, elle roule parfaitement bien pour le moment et espérant que ça dure, je vous recommande fortement Auto Hero, ils vous proposent une solution concernant le financement avec leurs banques partenaires. Encore merci pour tout Auto Hero vous avez fait de mon rêve une réalité.","2023-08-21T13:40:42.0000000Z","Positive","Satisfaction with Purchase"
"À la recherche d’un véhicule, je me suis rendu sur le site autoheros. À ma grande surprise, pas de doute à avoir sur la sécurité de celui-ci. J’ai rapidement eu des questions donc la peine d’appeler le service client qui doit-on l’avouer est très réactif et professionnel. Un conseiller se charge de votre dossier, du début à la fin et se rendre disponible à chaque fois que vous le souhaitez. Je suis 100 % satisfaite de l’achat de mon véhicule a pas de forme en ligne ne présente aucun défaut. La véracité des propos sur les annonces est bien réelle. Le véhicule reçu est conforme du début à la fin à la description présente sur le site.Quant à la livraison de celui-ci, des créneaux arrangeant et une livraison en toute sécurité du véhicule chez vousLe transporteur mérite toute ma reconnaissance pour son professionnalisme. Nous avons passé un agréable moment! Je recommande à toute personne, ne souhaite acheter un véhicule de très bonne qualité a pris moins élevé que chez un concessionnaire classique.","2023-08-18T22:05:08.0000000Z","Positive","N/A"
"J'ai acheté une Toyota Verso le 23/08/2022. Véhicule livré avec 8 jours d'avance sur la date prévue. Très satisfait de cet achat et des relations avec le service commercial. Le 21/07/2023, suite à l'allumage d'un voyant d'alarme, le garage Toyota constate un allongement de la chaine de distribution. Je contacte aussitôt le SAV Autohero qui après devis du garage me donne son accord pour une prise en charge des travaux au titre de la garantie. Travaux effectués le 17/08 soit 6 jours avant la fin de la garantie. Un grand merci en particulier à Jean ( conseiller du SAV) pour sa réactivité et sa compétence.   Gérard T.","2023-08-18T11:16:54.0000000Z","Positive","After-Sales Service"
"1er achat avec Autohero, tout s’est très bien passé. Le site internet est très détaillé et permet de voir précisément les imperfections du véhicule. La livraison à domicile est un plus, merci à Didier pour sa bonne humeur et ses conseils. Nous referons appel à Autohero pour un futur achat sans hésiter.","2023-08-17T22:20:26.0000000Z","Positive","Satisfaction with Purchase"
"Je recherchais depuis un moment une petite voiture mais je ne trouvais pas ce que je voulais. Puis j'ai vu une annonce chez Autohero, j'ai appelé, j'ai été très bien reçue, on l'a tout expliqué comme ça marchait puis tout c'est enchaîné très vite et en une dizaine de jours j'ai eu ma voiture qui est arrivée en camion devant chez moi, comme servie sur un plateau. Le livreur était très sympa . On ne peut pas voir la voiture car on l'achète en ligne, mais dans sa fiche on voit ses points forts, les endroits où il y a des petites éraflures...donc aucune surprise désagréable après, et on a 21 jours pour voir si elle convient. Je viens de recevoir ma carte grise, il y a dans le coffre un sac avec gilet jaune, triangle, trousse de secours, je trouve qu'il n'y a eu aucune fausse note du début à la fin. J'ai déjà recommandé Autohero à des amis.","2023-08-15T15:36:17.0000000Z","Positive","Online Buying Experience"
