Content,Tag
"A scientist invents a time machine that accidentally sends his young friend back to 1955.This is a classic adventure-comedy with great characters, sci-fi concepts and storytelling. Certain elements require a suspension of disbelief, however it's so enjoyable you get swept along with it.The plot is simple but superbly detailed in how it takes a number of characters through individual arcs and focuses on period details, particularly in emphasising the fish out of water angle of Marty McFly as an 80s kid trapped in his parents era. Practically everything that happens links to something else that occurs at a later point in the story. Whilst doing all of the above it takes us on a highly enjoyable and thrilling adventure.One of its biggest strengths is a sharp script that provides great comedy, lots of cultural references and quotable lines from many characters such as Marty, Doc, George, Lorraine and Biff.This is a movie with a number of memorable scenes such as at Twin Pines Mall, the Enchantment Under The Sea dance and the lightening bolt at the clock tower. In fact, the movie creates an almost living and breathing character out of the fictional town of Hill Valley as we have great scenes in numerous locations such as Lou's Diner, Lyon Estates and Courthouse in different eras.The visuals are brilliant with great cinematography, period detail, costumes and visual effects. The DeLorean car used as the basis for the time machine is an inspired creative idea and is rightfully now a pop culture icon.There is a fantastic soundtrack with a great mixture of original score and pop music. It goes without saying that the general sound mixing and effects are superb.Michael J Fox does a star turn as Marty and effortlessly carries the story with fantastic charisma and performance. He is supported wonderfully by Crispin Glover, Lea Thompson and Thomas F Wilson, who all play memorable characters in both time periods. Christopher Lloyd is a lot of fun as Doc Brown but occasionally strays over the top with a tendency to shout so many lines.The amazing aspect of looking back at it in 2021 is that you now see two past eras depicted.",Cultural Impact
"A scientist invents a time machine that accidentally sends his young friend back to 1955.This is a classic adventure-comedy with great characters, sci-fi concepts and storytelling. Certain elements require a suspension of disbelief, however it's so enjoyable you get swept along with it.The plot is simple but superbly detailed in how it takes a number of characters through individual arcs and focuses on period details, particularly in emphasising the fish out of water angle of Marty McFly as an 80s kid trapped in his parents era. Practically everything that happens links to something else that occurs at a later point in the story. Whilst doing all of the above it takes us on a highly enjoyable and thrilling adventure.One of its biggest strengths is a sharp script that provides great comedy, lots of cultural references and quotable lines from many characters such as Marty, Doc, George, Lorraine and Biff.This is a movie with a number of memorable scenes such as at Twin Pines Mall, the Enchantment Under The Sea dance and the lightening bolt at the clock tower. In fact, the movie creates an almost living and breathing character out of the fictional town of Hill Valley as we have great scenes in numerous locations such as Lou's Diner, Lyon Estates and Courthouse in different eras.The visuals are brilliant with great cinematography, period detail, costumes and visual effects. The DeLorean car used as the basis for the time machine is an inspired creative idea and is rightfully now a pop culture icon.There is a fantastic soundtrack with a great mixture of original score and pop music. It goes without saying that the general sound mixing and effects are superb.Michael J Fox does a star turn as Marty and effortlessly carries the story with fantastic charisma and performance. He is supported wonderfully by Crispin Glover, Lea Thompson and Thomas F Wilson, who all play memorable characters in both time periods. Christopher Lloyd is a lot of fun as Doc Brown but occasionally strays over the top with a tendency to shout so many lines.The amazing aspect of looking back at it in 2021 is that you now see two past eras depicted.",Visual Effects
"A scientist invents a time machine that accidentally sends his young friend back to 1955.This is a classic adventure-comedy with great characters, sci-fi concepts and storytelling. Certain elements require a suspension of disbelief, however it's so enjoyable you get swept along with it.The plot is simple but superbly detailed in how it takes a number of characters through individual arcs and focuses on period details, particularly in emphasising the fish out of water angle of Marty McFly as an 80s kid trapped in his parents era. Practically everything that happens links to something else that occurs at a later point in the story. Whilst doing all of the above it takes us on a highly enjoyable and thrilling adventure.One of its biggest strengths is a sharp script that provides great comedy, lots of cultural references and quotable lines from many characters such as Marty, Doc, George, Lorraine and Biff.This is a movie with a number of memorable scenes such as at Twin Pines Mall, the Enchantment Under The Sea dance and the lightening bolt at the clock tower. In fact, the movie creates an almost living and breathing character out of the fictional town of Hill Valley as we have great scenes in numerous locations such as Lou's Diner, Lyon Estates and Courthouse in different eras.The visuals are brilliant with great cinematography, period detail, costumes and visual effects. The DeLorean car used as the basis for the time machine is an inspired creative idea and is rightfully now a pop culture icon.There is a fantastic soundtrack with a great mixture of original score and pop music. It goes without saying that the general sound mixing and effects are superb.Michael J Fox does a star turn as Marty and effortlessly carries the story with fantastic charisma and performance. He is supported wonderfully by Crispin Glover, Lea Thompson and Thomas F Wilson, who all play memorable characters in both time periods. Christopher Lloyd is a lot of fun as Doc Brown but occasionally strays over the top with a tendency to shout so many lines.The amazing aspect of looking back at it in 2021 is that you now see two past eras depicted.",Soundtrack Quality
"A scientist invents a time machine that accidentally sends his young friend back to 1955.This is a classic adventure-comedy with great characters, sci-fi concepts and storytelling. Certain elements require a suspension of disbelief, however it's so enjoyable you get swept along with it.The plot is simple but superbly detailed in how it takes a number of characters through individual arcs and focuses on period details, particularly in emphasising the fish out of water angle of Marty McFly as an 80s kid trapped in his parents era. Practically everything that happens links to something else that occurs at a later point in the story. Whilst doing all of the above it takes us on a highly enjoyable and thrilling adventure.One of its biggest strengths is a sharp script that provides great comedy, lots of cultural references and quotable lines from many characters such as Marty, Doc, George, Lorraine and Biff.This is a movie with a number of memorable scenes such as at Twin Pines Mall, the Enchantment Under The Sea dance and the lightening bolt at the clock tower. In fact, the movie creates an almost living and breathing character out of the fictional town of Hill Valley as we have great scenes in numerous locations such as Lou's Diner, Lyon Estates and Courthouse in different eras.The visuals are brilliant with great cinematography, period detail, costumes and visual effects. The DeLorean car used as the basis for the time machine is an inspired creative idea and is rightfully now a pop culture icon.There is a fantastic soundtrack with a great mixture of original score and pop music. It goes without saying that the general sound mixing and effects are superb.Michael J Fox does a star turn as Marty and effortlessly carries the story with fantastic charisma and performance. He is supported wonderfully by Crispin Glover, Lea Thompson and Thomas F Wilson, who all play memorable characters in both time periods. Christopher Lloyd is a lot of fun as Doc Brown but occasionally strays over the top with a tendency to shout so many lines.The amazing aspect of looking back at it in 2021 is that you now see two past eras depicted.",Character Relationships
I really loved this film. The first time I saw it was on the t.v a while ago. The 2nd and 3rd film are excellent as well. They are all incredibly clever and the cast is fantastic. If you want to see this film I recommend you buy it on DVD as its only around ��3.99! Or if you like all the films read the P.S bit at the end of this comment to find out where to get it!It film revolves around Marty (Michael J Fox) going back to 1955 and meeting his dad George McFly( Crispin Glover). Marty's mum ( Lea Thompson) ends up falling in love with Marty when he saves his dad from getting hit by a tree. Its then up to Marty to get his mum and dad back together before its to late!P.S: I got the trilogy DVD box set for ��14.99! WOW! from HMV!,Character Relationships
I really loved this film. The first time I saw it was on the t.v a while ago. The 2nd and 3rd film are excellent as well. They are all incredibly clever and the cast is fantastic. If you want to see this film I recommend you buy it on DVD as its only around ��3.99! Or if you like all the films read the P.S bit at the end of this comment to find out where to get it!It film revolves around Marty (Michael J Fox) going back to 1955 and meeting his dad George McFly( Crispin Glover). Marty's mum ( Lea Thompson) ends up falling in love with Marty when he saves his dad from getting hit by a tree. Its then up to Marty to get his mum and dad back together before its to late!P.S: I got the trilogy DVD box set for ��14.99! WOW! from HMV!,Plot Complexity
"This is a good movie about a boy who accidentally travels back in time and gives us a crazy story. This movie is rich in content, and we got to know a lot of different characters. I think the story was quite alright, and I appreciate when stories include time as a topic, which I think was well used in this one. Time travel is always interesting, and it rarely disappoints me. The story was kind of simple, but I think it was the interaction between the characters that made up for most of it. I think the actors were mostly good, but my attention goes to Crispin Glover (as George McFly). He played such a unique character, and his performance was great! This movie is definitely recommending!",Character Relationships
"This is a good movie about a boy who accidentally travels back in time and gives us a crazy story. This movie is rich in content, and we got to know a lot of different characters. I think the story was quite alright, and I appreciate when stories include time as a topic, which I think was well used in this one. Time travel is always interesting, and it rarely disappoints me. The story was kind of simple, but I think it was the interaction between the characters that made up for most of it. I think the actors were mostly good, but my attention goes to Crispin Glover (as George McFly). He played such a unique character, and his performance was great! This movie is definitely recommending!",Audience Reception
"This may not be the best movie of the eighties. But it is the movie that I deem to best represent the cinema and spirit of the decade. If you're wondering, that movie for the fifties is Rebel Without a Cause. For the sixties, it's Planet of the Apes. For the seventies, it's Apocalypse Now. For the nineties, it's the Truman Show. For the 2000s, it's The Dark Knight. For the 2010s, it's... I don't know. The Social Network? Anyways; let's dive in to this film, possibly my favorite true action-comedy of all time. If I want to be entertained for two hours, this is the film I'll pop in. There are two kinds of excellence in film; the kind that appeals to what 'normal people' want in movies and the kind that appeals to those who deal probably deal far too much in the esoteric. While I firmly belong in the second group, I am a film-goer, and as such, I do enjoy the first kind. And no film offers more of the first kind than this one.The comedy, the action, the tone, the stylings; they're all here. It does not try to be a big, emotional artsy movie. Instead, it just takes you for an enjoyable ride. The eighties did this kind of movie better than any decade. When you think of eighties movies, you likely think of these movies. This is the best one, but the likes of The Goonies, Ghostbusters, Gremlins, and likely any other movie in this decade with the involvement of Steven Spielberg comes to mind.Not to say that the eighties didn't try to make serious movies too. they just weren't very good at it. If you're interested, look up a list of Best Picture winners. Watching them is a bit weird; they have some eighties stylings but are dead grim and often depressing. It's like watching a film from a different dimension. Some were fine (Terms of Endearment) some were not as good (Out of Africa).I like the lot of them as a whole better than most. And the ones that people really like (Amadeus, Platoon, etc) that people love, I likely love more. But I will admit that they aren't exactly foremost on most people's eyes. There's a reason that there aren't talks to remake Driving Miss Daisy. And it's not because it's artistic blasphemy. They would remake The Godfather if they thought that it would make them money.Here's a novel idea: how about I actually discuss Back to the Future? A high school kid named Marty McFly, down in the dumps from his high school life, where he is bullied by Biff Tannen and is under the control of the aptly named Principal Strickland (strangely, growing up, I had an insurance agent with that last name around by neighborhood. It was weird.) His home life isn't much better: his dad is a wimp, his mom is prudish enough to make one shrivel up, and his siblings are layabouts. But his life changes once his friend Doc Brown makes a time machine (2015 here. still waiting for one). As he stole plutonium form Libyan militants, they chase and kill him. While escaping in a DeLorean, Marty transports them back to 1955.Thus begins the best use of nostalgia for the fifties in an eighties movie I've ever seen. Their cleverness in weaving in it is matched only by what they do with their setting. Where as a lesser movie would just throw up scenery and call it a day, this film uses every opportunity to use its setting for purposes both comedic and dramatic.Whereas films like Dirty Dancing couldn't even immerse their film completely in one decade (if you're gonna be a fifties movie, don't use an eighties soundtrack), this movie somehow manages to immerse you in two decades. Their version of the fifties is solid and fully fleshed out. It does not use pandering or too many rosey tones but still manages to capture the sensation of time traveling there.All this is only likely noticed on a third viewing. The first time, you are too immersed in the perfect blend of action and comedy, a trademark of Zemeckis at his best, from Forrest Gump to Who Framed (not Killed, no matter what my brain thinks) Roger Rabbit, as well as in the tight writing. The second time, you are two invested in the characters and one of the best and catchiest soundtracks of the decade. But if you watch this movie as much as I do, you notice that it is there.What else is there to say? there is a reason that I have such a personal attachment to this film. The only bad thing is that we don't have a time machine that would allow this film to be watched an infinite amount of times without any real time passing. But maybe someday. After all, where we're going, we don't need roads.",Cinematic Techniques
"This may not be the best movie of the eighties. But it is the movie that I deem to best represent the cinema and spirit of the decade. If you're wondering, that movie for the fifties is Rebel Without a Cause. For the sixties, it's Planet of the Apes. For the seventies, it's Apocalypse Now. For the nineties, it's the Truman Show. For the 2000s, it's The Dark Knight. For the 2010s, it's... I don't know. The Social Network? Anyways; let's dive in to this film, possibly my favorite true action-comedy of all time. If I want to be entertained for two hours, this is the film I'll pop in. There are two kinds of excellence in film; the kind that appeals to what 'normal people' want in movies and the kind that appeals to those who deal probably deal far too much in the esoteric. While I firmly belong in the second group, I am a film-goer, and as such, I do enjoy the first kind. And no film offers more of the first kind than this one.The comedy, the action, the tone, the stylings; they're all here. It does not try to be a big, emotional artsy movie. Instead, it just takes you for an enjoyable ride. The eighties did this kind of movie better than any decade. When you think of eighties movies, you likely think of these movies. This is the best one, but the likes of The Goonies, Ghostbusters, Gremlins, and likely any other movie in this decade with the involvement of Steven Spielberg comes to mind.Not to say that the eighties didn't try to make serious movies too. they just weren't very good at it. If you're interested, look up a list of Best Picture winners. Watching them is a bit weird; they have some eighties stylings but are dead grim and often depressing. It's like watching a film from a different dimension. Some were fine (Terms of Endearment) some were not as good (Out of Africa).I like the lot of them as a whole better than most. And the ones that people really like (Amadeus, Platoon, etc) that people love, I likely love more. But I will admit that they aren't exactly foremost on most people's eyes. There's a reason that there aren't talks to remake Driving Miss Daisy. And it's not because it's artistic blasphemy. They would remake The Godfather if they thought that it would make them money.Here's a novel idea: how about I actually discuss Back to the Future? A high school kid named Marty McFly, down in the dumps from his high school life, where he is bullied by Biff Tannen and is under the control of the aptly named Principal Strickland (strangely, growing up, I had an insurance agent with that last name around by neighborhood. It was weird.) His home life isn't much better: his dad is a wimp, his mom is prudish enough to make one shrivel up, and his siblings are layabouts. But his life changes once his friend Doc Brown makes a time machine (2015 here. still waiting for one). As he stole plutonium form Libyan militants, they chase and kill him. While escaping in a DeLorean, Marty transports them back to 1955.Thus begins the best use of nostalgia for the fifties in an eighties movie I've ever seen. Their cleverness in weaving in it is matched only by what they do with their setting. Where as a lesser movie would just throw up scenery and call it a day, this film uses every opportunity to use its setting for purposes both comedic and dramatic.Whereas films like Dirty Dancing couldn't even immerse their film completely in one decade (if you're gonna be a fifties movie, don't use an eighties soundtrack), this movie somehow manages to immerse you in two decades. Their version of the fifties is solid and fully fleshed out. It does not use pandering or too many rosey tones but still manages to capture the sensation of time traveling there.All this is only likely noticed on a third viewing. The first time, you are too immersed in the perfect blend of action and comedy, a trademark of Zemeckis at his best, from Forrest Gump to Who Framed (not Killed, no matter what my brain thinks) Roger Rabbit, as well as in the tight writing. The second time, you are two invested in the characters and one of the best and catchiest soundtracks of the decade. But if you watch this movie as much as I do, you notice that it is there.What else is there to say? there is a reason that I have such a personal attachment to this film. The only bad thing is that we don't have a time machine that would allow this film to be watched an infinite amount of times without any real time passing. But maybe someday. After all, where we're going, we don't need roads.",Soundtrack Quality
"I was definitely late to the party on this one. I missed out on watching this at anytime over the past 26 years of my life, and I also missed watching it during the anniversary event in October 2015. I believe the adage is ""better late than never"", I hope it is anyway. No matter how late I was to this film, I'm glad I watched it. Back to the Future was a wonderful tale of ingenuity, diligence, and retribution. Michael J. Fox teams up with Christopher Lloyd in a quest finish his greatest invention and freely travel the realms of time.Our story begins in 1985, as we are introduced to Marty McFly (Michael J. Fox), a quintessential American teenager, forever embarrassed of his parents and seeking independence. His friendship with the zany Dr. Emmett Brown (Christopher Lloyd) is well- established as he is in tuned to the many experiments he is in the process of developing. When Doc is ready to unveil his creation, he asks Marty to meet him at the mall in the middle of the night. Shocked at Doc's explanation that he has uncovered the secret ingredient needed to power his time machine, Marty is intrigued. When a terrible accident takes place, Marty is accidentally send to November 12th, 1955 where his entire existence hangs in the balance, as he must be sure that his parents to-be meet and fall in love, in spite of the fact that his entry into the past has disrupted this. The audience accompanies Marty through a nostalgic look at life in the 50's, and all that Marty introduces to the past. Marty's trip culminates with a big finale that must spark him back to his present.No one talks about Back to the Future without mentioning the incredible on-screen chemistry between Michael J. Fox and Christopher Lloyd. Despite their vast differences in age, they pull off a believable well-established friendship beautifully on-screen. Several scenes throughout involve just the two of them, a type of movie in which chemistry is crucial. Another bright spot of the film is the shooting. With many special effects, especially in the climax, it needs to be believable or the story would fall apart. Robert Zemeckis obviously directs a beauty with Back to the Future and is a joy for audiences from beginning to end.A powerful message emerges as one watches Back to the Future. Many of the film's leads at one point has their character questioned. At the beginning of the film we meet George McFly (Crispin Glover), who doesn't look like he's strayed far from the 1950's even in the 80's. He is getting pushed around in the film, like he has all of his life, and seems to be destined for a life filled with this type of abuse. He seems to have no respect from his family members, or anyone else that comes into contact with him. Marty shows us, through his journey that sometime all it takes to make someone realize they deserve better is a little confidence from a friend. We also learn early on in the film that Marty has a passion for music and a dream to pursue it. He gets a big chance to realize this musical dream at his parent's dance in the past. He convinces his dad to pursue his own writing dream when he visits him in 1955, and seeing his father's dream pan out, one can only assume Marty will take his own advice in the future. One can also take a lesson from Doc Brown's perseverance throughout the film. He is never appreciated for his ingenuity, and often thought of as crazy for pursuing his scientific endeavors. In spite of all this criticism, Doc presses on and remains steadfast in his scientific exploits. There is something in this film for everyone, and the audience is given enough tools to find whatever suits them.Now that I have finally seen Back to the Future, I can understand why it has remained such a staple for decades after its release. This story provides a feel good story of normal, good people overcoming the evils of other normal people. Not an overwhelming moral story to the point where it is cheesy and unbelievable, but one that tugs at this reviewer's heartstrings nonetheless. Back to the Future is a four star prize for me, and I would recommend it to anyone that likes to follow an engaging story with fun characters. One does not even have to be a fan of time travel movies, as I am not, to enjoy this film. I'm glad I finally gave this movie a chance, and I will probably be along for the whole series.",Science Fiction
"I was definitely late to the party on this one. I missed out on watching this at anytime over the past 26 years of my life, and I also missed watching it during the anniversary event in October 2015. I believe the adage is ""better late than never"", I hope it is anyway. No matter how late I was to this film, I'm glad I watched it. Back to the Future was a wonderful tale of ingenuity, diligence, and retribution. Michael J. Fox teams up with Christopher Lloyd in a quest finish his greatest invention and freely travel the realms of time.Our story begins in 1985, as we are introduced to Marty McFly (Michael J. Fox), a quintessential American teenager, forever embarrassed of his parents and seeking independence. His friendship with the zany Dr. Emmett Brown (Christopher Lloyd) is well- established as he is in tuned to the many experiments he is in the process of developing. When Doc is ready to unveil his creation, he asks Marty to meet him at the mall in the middle of the night. Shocked at Doc's explanation that he has uncovered the secret ingredient needed to power his time machine, Marty is intrigued. When a terrible accident takes place, Marty is accidentally send to November 12th, 1955 where his entire existence hangs in the balance, as he must be sure that his parents to-be meet and fall in love, in spite of the fact that his entry into the past has disrupted this. The audience accompanies Marty through a nostalgic look at life in the 50's, and all that Marty introduces to the past. Marty's trip culminates with a big finale that must spark him back to his present.No one talks about Back to the Future without mentioning the incredible on-screen chemistry between Michael J. Fox and Christopher Lloyd. Despite their vast differences in age, they pull off a believable well-established friendship beautifully on-screen. Several scenes throughout involve just the two of them, a type of movie in which chemistry is crucial. Another bright spot of the film is the shooting. With many special effects, especially in the climax, it needs to be believable or the story would fall apart. Robert Zemeckis obviously directs a beauty with Back to the Future and is a joy for audiences from beginning to end.A powerful message emerges as one watches Back to the Future. Many of the film's leads at one point has their character questioned. At the beginning of the film we meet George McFly (Crispin Glover), who doesn't look like he's strayed far from the 1950's even in the 80's. He is getting pushed around in the film, like he has all of his life, and seems to be destined for a life filled with this type of abuse. He seems to have no respect from his family members, or anyone else that comes into contact with him. Marty shows us, through his journey that sometime all it takes to make someone realize they deserve better is a little confidence from a friend. We also learn early on in the film that Marty has a passion for music and a dream to pursue it. He gets a big chance to realize this musical dream at his parent's dance in the past. He convinces his dad to pursue his own writing dream when he visits him in 1955, and seeing his father's dream pan out, one can only assume Marty will take his own advice in the future. One can also take a lesson from Doc Brown's perseverance throughout the film. He is never appreciated for his ingenuity, and often thought of as crazy for pursuing his scientific endeavors. In spite of all this criticism, Doc presses on and remains steadfast in his scientific exploits. There is something in this film for everyone, and the audience is given enough tools to find whatever suits them.Now that I have finally seen Back to the Future, I can understand why it has remained such a staple for decades after its release. This story provides a feel good story of normal, good people overcoming the evils of other normal people. Not an overwhelming moral story to the point where it is cheesy and unbelievable, but one that tugs at this reviewer's heartstrings nonetheless. Back to the Future is a four star prize for me, and I would recommend it to anyone that likes to follow an engaging story with fun characters. One does not even have to be a fan of time travel movies, as I am not, to enjoy this film. I'm glad I finally gave this movie a chance, and I will probably be along for the whole series.",Character Relationships
"I was definitely late to the party on this one. I missed out on watching this at anytime over the past 26 years of my life, and I also missed watching it during the anniversary event in October 2015. I believe the adage is ""better late than never"", I hope it is anyway. No matter how late I was to this film, I'm glad I watched it. Back to the Future was a wonderful tale of ingenuity, diligence, and retribution. Michael J. Fox teams up with Christopher Lloyd in a quest finish his greatest invention and freely travel the realms of time.Our story begins in 1985, as we are introduced to Marty McFly (Michael J. Fox), a quintessential American teenager, forever embarrassed of his parents and seeking independence. His friendship with the zany Dr. Emmett Brown (Christopher Lloyd) is well- established as he is in tuned to the many experiments he is in the process of developing. When Doc is ready to unveil his creation, he asks Marty to meet him at the mall in the middle of the night. Shocked at Doc's explanation that he has uncovered the secret ingredient needed to power his time machine, Marty is intrigued. When a terrible accident takes place, Marty is accidentally send to November 12th, 1955 where his entire existence hangs in the balance, as he must be sure that his parents to-be meet and fall in love, in spite of the fact that his entry into the past has disrupted this. The audience accompanies Marty through a nostalgic look at life in the 50's, and all that Marty introduces to the past. Marty's trip culminates with a big finale that must spark him back to his present.No one talks about Back to the Future without mentioning the incredible on-screen chemistry between Michael J. Fox and Christopher Lloyd. Despite their vast differences in age, they pull off a believable well-established friendship beautifully on-screen. Several scenes throughout involve just the two of them, a type of movie in which chemistry is crucial. Another bright spot of the film is the shooting. With many special effects, especially in the climax, it needs to be believable or the story would fall apart. Robert Zemeckis obviously directs a beauty with Back to the Future and is a joy for audiences from beginning to end.A powerful message emerges as one watches Back to the Future. Many of the film's leads at one point has their character questioned. At the beginning of the film we meet George McFly (Crispin Glover), who doesn't look like he's strayed far from the 1950's even in the 80's. He is getting pushed around in the film, like he has all of his life, and seems to be destined for a life filled with this type of abuse. He seems to have no respect from his family members, or anyone else that comes into contact with him. Marty shows us, through his journey that sometime all it takes to make someone realize they deserve better is a little confidence from a friend. We also learn early on in the film that Marty has a passion for music and a dream to pursue it. He gets a big chance to realize this musical dream at his parent's dance in the past. He convinces his dad to pursue his own writing dream when he visits him in 1955, and seeing his father's dream pan out, one can only assume Marty will take his own advice in the future. One can also take a lesson from Doc Brown's perseverance throughout the film. He is never appreciated for his ingenuity, and often thought of as crazy for pursuing his scientific endeavors. In spite of all this criticism, Doc presses on and remains steadfast in his scientific exploits. There is something in this film for everyone, and the audience is given enough tools to find whatever suits them.Now that I have finally seen Back to the Future, I can understand why it has remained such a staple for decades after its release. This story provides a feel good story of normal, good people overcoming the evils of other normal people. Not an overwhelming moral story to the point where it is cheesy and unbelievable, but one that tugs at this reviewer's heartstrings nonetheless. Back to the Future is a four star prize for me, and I would recommend it to anyone that likes to follow an engaging story with fun characters. One does not even have to be a fan of time travel movies, as I am not, to enjoy this film. I'm glad I finally gave this movie a chance, and I will probably be along for the whole series.",Cinematic Techniques
"I was definitely late to the party on this one. I missed out on watching this at anytime over the past 26 years of my life, and I also missed watching it during the anniversary event in October 2015. I believe the adage is ""better late than never"", I hope it is anyway. No matter how late I was to this film, I'm glad I watched it. Back to the Future was a wonderful tale of ingenuity, diligence, and retribution. Michael J. Fox teams up with Christopher Lloyd in a quest finish his greatest invention and freely travel the realms of time.Our story begins in 1985, as we are introduced to Marty McFly (Michael J. Fox), a quintessential American teenager, forever embarrassed of his parents and seeking independence. His friendship with the zany Dr. Emmett Brown (Christopher Lloyd) is well- established as he is in tuned to the many experiments he is in the process of developing. When Doc is ready to unveil his creation, he asks Marty to meet him at the mall in the middle of the night. Shocked at Doc's explanation that he has uncovered the secret ingredient needed to power his time machine, Marty is intrigued. When a terrible accident takes place, Marty is accidentally send to November 12th, 1955 where his entire existence hangs in the balance, as he must be sure that his parents to-be meet and fall in love, in spite of the fact that his entry into the past has disrupted this. The audience accompanies Marty through a nostalgic look at life in the 50's, and all that Marty introduces to the past. Marty's trip culminates with a big finale that must spark him back to his present.No one talks about Back to the Future without mentioning the incredible on-screen chemistry between Michael J. Fox and Christopher Lloyd. Despite their vast differences in age, they pull off a believable well-established friendship beautifully on-screen. Several scenes throughout involve just the two of them, a type of movie in which chemistry is crucial. Another bright spot of the film is the shooting. With many special effects, especially in the climax, it needs to be believable or the story would fall apart. Robert Zemeckis obviously directs a beauty with Back to the Future and is a joy for audiences from beginning to end.A powerful message emerges as one watches Back to the Future. Many of the film's leads at one point has their character questioned. At the beginning of the film we meet George McFly (Crispin Glover), who doesn't look like he's strayed far from the 1950's even in the 80's. He is getting pushed around in the film, like he has all of his life, and seems to be destined for a life filled with this type of abuse. He seems to have no respect from his family members, or anyone else that comes into contact with him. Marty shows us, through his journey that sometime all it takes to make someone realize they deserve better is a little confidence from a friend. We also learn early on in the film that Marty has a passion for music and a dream to pursue it. He gets a big chance to realize this musical dream at his parent's dance in the past. He convinces his dad to pursue his own writing dream when he visits him in 1955, and seeing his father's dream pan out, one can only assume Marty will take his own advice in the future. One can also take a lesson from Doc Brown's perseverance throughout the film. He is never appreciated for his ingenuity, and often thought of as crazy for pursuing his scientific endeavors. In spite of all this criticism, Doc presses on and remains steadfast in his scientific exploits. There is something in this film for everyone, and the audience is given enough tools to find whatever suits them.Now that I have finally seen Back to the Future, I can understand why it has remained such a staple for decades after its release. This story provides a feel good story of normal, good people overcoming the evils of other normal people. Not an overwhelming moral story to the point where it is cheesy and unbelievable, but one that tugs at this reviewer's heartstrings nonetheless. Back to the Future is a four star prize for me, and I would recommend it to anyone that likes to follow an engaging story with fun characters. One does not even have to be a fan of time travel movies, as I am not, to enjoy this film. I'm glad I finally gave this movie a chance, and I will probably be along for the whole series.",Audience Reception
"All the reasons I love this movie have already been said many times here before. Back To The Future is just a generally great movie, it's the best of its kind. It has a great story and everything comes together so perfectly in the end.I saw this movie when I was a little kid and I was sick in the hospital. I felt so bad being sick, but the movie was so great that it made me forget. It's always been close to my heart. I still enjoy watching it now as much as I did then. Oddly enough, it took me almost 10 years to finally get around to watching part II.I picked up the DVD trilogy recently and believe me, it has everything a fan of Back To The Future could possibly ask for.My rating: 10/10",Audience Reception
"The visual effects are outdated but rarely distract from act. My biggest problem with this movie is that it goes by too quickly, and that's arguably a good thing. The narrative is a little absurd, which is completely fine considering how self-aware, and comedic the whole movie is.",Visual Effects
"The visual effects are outdated but rarely distract from act. My biggest problem with this movie is that it goes by too quickly, and that's arguably a good thing. The narrative is a little absurd, which is completely fine considering how self-aware, and comedic the whole movie is.",Plot Complexity
"Back to the Future isn't only a great comedy and a thrilling sci-fi adventure, it's also one of the greatest movies ever made. Marty and Doc are timeless characters in an enduring story about standing up for yourself, taking charge of your destiny and matchmaking your parents. Plus, the years have only added another layer of nostalgia to this time-travel tale. Great Scott, Robert Zemeckis! You invented a classic!",Science Fiction
"Back to the Future isn't only a great comedy and a thrilling sci-fi adventure, it's also one of the greatest movies ever made. Marty and Doc are timeless characters in an enduring story about standing up for yourself, taking charge of your destiny and matchmaking your parents. Plus, the years have only added another layer of nostalgia to this time-travel tale. Great Scott, Robert Zemeckis! You invented a classic!",Cultural Impact
"Why is ""Back to the Future"" my favorite movie from 1985? Because that was the year I was born! I'll be turning 22 this year, as will this film. Robert Zemeckis has had an astounding career over the last half-century, with other hits including ""Forrest Gump"" (1994) and ""Cast Away"" (2000). But his best will always be ""Back to the Future,"" at least to me. In 1985, wacky, frizzy-haired scientist Doc Brown (Christopher Lloyd) invents time travel, that is he builds a time machine out of a DeLorean. A series of harrowing events forces wise-cracking teenager Marty McFly (Michael J. Fox) to take the DeLorean for a test drive through time, 30 years back to 1955, before he was even born. Never mind the scientific improbabilities and paradoxes present in the script, but McFly must find a way back to '85, before his future is erased by events in the present. You see, he has inadvertently altered the course of events that will lead to his then-teenage parents (Crispin Glover and Lea Thompson) meeting and falling in love, and now he must try to get them together with a young Doc Brown's help while also facing off against Biff Tannen (Thomas F. Wilson), the local tough. ""Back to the Future"" remains a comedy classic, due largely to its mix of special effects fantasy and laugh-out loud moments. The performances are excellent, especially from Fox, who is one of my favorite actors and I do wish him well in the future with his fight against Parkinson's Disease.10/10",Character Relationships
